Word,Year,Round,Part_of_Speech,Language,Times_Used,Years_Since_Last_Used,Num_Syllables,Word_Length,Reduplication,Error
lochetic,2001,1,adjective,Latin or Greek,1,0,3,8,0,0
lomatine,2007,5,adjective,Latin or Greek,1,0,3,8,0,1
longanimous,2015,3,adjective,Latin or Greek,1,0,4,11,0,0
loquacious,1998,1,adjective,Latin or Greek,1,0,3,10,0,0
lucernal,1997,1,adjective,Latin or Greek,1,0,3,8,0,0
lucifugous,1996,4,adjective,Latin or Greek,1,0,4,10,0,1
luculent,1999,1,adjective,Latin or Greek,1,0,3,8,0,0
ludicrous,2009,2,adjective,Latin or Greek,1,0,3,9,0,0
lugubrious,1998,1,adjective,Latin or Greek,1,0,4,10,0,1
lumbriciform,2001,9,adjective,Latin or Greek,1,0,4,12,0,1
lumbricoid,2003,3,adjective,Latin or Greek,1,0,3,10,0,0
lutaceous,1996,4,adjective,Latin or Greek,1,0,3,9,0,0
lygaeid,2016,29,adjective,Latin or Greek,1,0,3,7,0,0
macropodid,2012,5,adjective,Latin or Greek,1,0,4,10,0,1
macropodous,2004,3,adjective,Latin or Greek,1,0,4,11,0,0
macropterous,2011,3,adjective,Latin or Greek,1,0,4,12,0,0
macroscian,2006,2,adjective,Latin or Greek,1,0,3,10,0,0
madid,2006,2,adjective,Latin or Greek,1,0,2,5,0,0
magisterial,1997,1,adjective,Latin or Greek,1,0,5,11,0,0
magnanimous,2015,2,adjective,Latin or Greek,1,0,4,11,0,0
maieutic,1998,9,adjective,Latin or Greek,1,0,3,8,0,1
malignant,1997,2,adjective,Latin or Greek,1,0,3,9,0,1
marcescent,1998,7,adjective,Latin or Greek,1,0,3,10,0,1
margaritaceous,2001,6,adjective,Latin or Greek,1,0,5,14,0,0
marmoraceous,2003,5,adjective,Latin or Greek,1,0,4,12,0,0
marmoreal,2006,4,adjective,Latin or Greek,1,0,4,9,0,0
marsupial,2007,3,adjective,Latin or Greek,1,0,4,9,0,0
matutinal,2005,5,adjective,Latin or Greek,1,0,4,9,0,1
melanocomous,1997,12,adjective,Latin or Greek,1,0,5,12,0,0
memoriter,2000,3,adjective,Latin or Greek,1,0,4,9,0,0
mendacious,1997,1,adjective,Latin or Greek,1,0,3,10,0,0
mercurial,2000,2,adjective,Latin or Greek,1,0,4,9,0,0
meticulous,2015,2,adjective,Latin or Greek,1,0,4,10,0,0
miliaceous,2005,2,adjective,Latin or Greek,1,0,4,10,0,0
miliary,2008,6,adjective,Latin or Greek,1,0,3,7,0,0
mimetic,1996,3,adjective,Latin or Greek,1,0,3,7,0,0
minacious,2000,6,adjective,Latin or Greek,1,0,3,9,0,1
minatory,1996,4,adjective,Latin or Greek,1,0,4,8,0,1
miniaceous,2014,5,adjective,Latin or Greek,1,0,4,10,0,1
miscible,1999,4,adjective,Latin or Greek,1,0,3,8,0,1
mnemonic,2010,2,adjective,Latin or Greek,1,0,3,8,0,0
mnestic,1996,7,adjective,Latin or Greek,1,0,2,7,0,0
molinary,2009,3,adjective,Latin or Greek,1,0,3,8,0,0
monepic,2015,5,adjective,Latin or Greek,1,0,3,7,0,0
monetary,1999,2,adjective,Latin or Greek,1,0,3,8,0,0
monochromatic,2006,3,adjective,Latin or Greek,1,0,4,13,0,0
monogoneutic,2005,7,adjective,Latin or Greek,1,0,4,12,0,1
monomeniscous,2005,2,adjective,Latin or Greek,1,0,4,13,0,1
monophthalmic,2008,4,adjective,Latin or Greek,1,0,4,13,0,0
monotonous,2008,2,adjective,Latin or Greek,1,0,4,10,0,0
mordacious,1997,4,adjective,Latin or Greek,1,0,3,10,0,1
moribund,1997,3,adjective,Latin or Greek,1,0,3,8,0,0
morose,2012,2,adjective,Latin or Greek,1,0,2,6,0,0
mortiferous,2001,2,adjective,Latin or Greek,1,0,4,11,0,1
mucedinaceous,2005,12,adjective,Latin or Greek,1,0,5,13,0,0
mucedinous,2015,3,adjective,Latin or Greek,1,0,4,10,0,1
mugient,2001,4,adjective,Latin or Greek,1,0,3,7,0,1
muliebral,2002,8,adjective,Latin or Greek,1,0,3,9,0,0
multifarious,1996,2,adjective,Latin or Greek,1,0,5,12,0,0
municipal,1996,2,adjective,Latin or Greek,1,0,4,9,0,0
mustelid,2014,3,adjective,Latin or Greek,1,0,3,8,0,0
musteline,2005,4,adjective,Latin or Greek,1,0,3,9,0,0
myrmotherine,2015,15,adjective,Latin or Greek,1,0,4,12,0,0
mytiliform,2003,1,adjective,Latin or Greek,1,0,4,10,0,0
napiform,2017,4,adjective,Latin or Greek,1,0,3,8,0,0
nascent,2003,1,adjective,Latin or Greek,1,0,2,7,0,0
nasute,1998,1,adjective,Latin or Greek,1,0,2,6,0,0
nebulous,2000,3,adjective,Latin or Greek,1,0,3,8,0,0
nefarious,1997,1,adjective,Latin or Greek,1,0,4,9,0,0
nefast,2012,4,adjective,Latin or Greek,1,0,2,6,0,0
neoteric,2000,4,adjective,Latin or Greek,1,0,4,8,0,1
neritic,2002,1,adjective,Latin or Greek,1,0,3,7,0,0
nidicolous,1999,1,adjective,Latin or Greek,1,0,4,10,0,0
nidifugous,2001,4,adjective,Latin or Greek,1,0,4,10,0,1
nidorous,1998,1,adjective,Latin or Greek,1,0,3,8,0,1
nidulant,2015,3,adjective,Latin or Greek,1,0,3,8,0,0
nilpotent,2012,3,adjective,Latin or Greek,1,0,3,9,0,1
nitid,2014,5,adjective,Latin or Greek,1,0,2,5,0,1
nival,2015,5,adjective,Latin or Greek,1,0,2,5,0,0
niveous,1997,4,adjective,Latin or Greek,1,0,3,7,0,1
noctilucous,2007,3,adjective,Latin or Greek,1,0,4,11,0,1
noctivagant,1998,3,adjective,Latin or Greek,1,0,4,11,0,0
nomothetic,1997,14,adjective,Latin or Greek,1,0,4,10,0,0
nonagesimal,2015,3,adjective,Latin or Greek,1,0,4,11,0,0
nondescript,1997,2,adjective,Latin or Greek,1,0,3,11,0,0
nosocomial,1998,4,adjective,Latin or Greek,1,0,5,10,0,0
notacanthous,2002,1,adjective,Latin or Greek,1,0,4,12,0,1
notorious,2009,2,adjective,Latin or Greek,1,0,4,9,0,0
novercal,1999,6,adjective,Latin or Greek,1,0,3,8,0,1
noxal,2008,4,adjective,Latin or Greek,1,0,2,5,0,0
nubilous,2001,1,adjective,Latin or Greek,1,0,3,8,0,0
nuchal,2001,1,adjective,Latin or Greek,1,0,2,6,0,0
nucleated,2017,3,adjective,Latin or Greek,1,0,4,9,0,0
nugacious,1996,4,adjective,Latin or Greek,1,0,3,9,0,1
nugatory,2000,5,adjective,Latin or Greek,1,0,4,8,0,0
numinous,1998,3,adjective,Latin or Greek,1,0,3,8,0,0
nuncupative,1997,4,adjective,Latin or Greek,1,0,4,11,0,0
obsidional,2003,1,adjective,Latin or Greek,1,0,5,10,0,0
obstreperous,2006,3,adjective,Latin or Greek,1,0,4,12,0,0
obumbrant,2016,6,adjective,Latin or Greek,1,0,3,9,0,0
octogenary,2009,3,adjective,Latin or Greek,1,0,4,10,0,0
octonocular,2015,3,adjective,Latin or Greek,1,0,5,11,0,0
oecophorid,2016,4,adjective,Latin or Greek,1,0,4,10,0,1
oedemerid,2017,12,adjective,Latin or Greek,1,0,4,9,0,1
Ogygian,2002,1,adjective,Latin or Greek,1,0,3,7,0,1
olfactory,2010,2,adjective,Latin or Greek,1,0,4,9,0,0
olid,1998,1,adjective,Latin or Greek,1,0,2,4,0,0
omnifarious,2002,3,adjective,Latin or Greek,1,0,5,11,0,0
omnilegent,2000,1,adjective,Latin or Greek,1,0,4,10,0,0
omnivorous,2015,2,adjective,Latin or Greek,1,0,4,10,0,0
oneiric,1997,1,adjective,Latin or Greek,1,0,2,7,0,0
onomastic,2000,1,adjective,Latin or Greek,1,0,4,9,0,0
ophidian,1996,4,adjective,Latin or Greek,1,0,3,8,0,0
orchidaceous,2001,3,adjective,Latin or Greek,1,0,4,12,0,1
ornithorhynchous,2005,12,adjective,Latin or Greek,1,0,4,16,0,0
orotund,1997,1,adjective,Latin or Greek,1,0,2,7,0,0
orthian,2013,3,adjective,Latin or Greek,1,0,3,7,0,1
Osirian,2004,2,adjective,Latin or Greek,1,0,3,7,0,1
otiose,1999,4,adjective,Latin or Greek,1,0,2,6,0,0
ovine,1999,2,adjective,Latin or Greek,1,0,2,5,0,0
oviparous,2000,5,adjective,Latin or Greek,1,0,3,9,0,1
paisley,1997,2,adjective,Latin or Greek,1,0,2,7,0,1
palpebral,2000,1,adjective,Latin or Greek,1,0,3,9,0,1
paludal,1999,1,adjective,Latin or Greek,1,0,3,7,0,0
paludicolous,2001,6,adjective,Latin or Greek,1,0,5,12,0,0
palustrine,1997,1,adjective,Latin or Greek,1,0,3,10,0,0
pandurate,2008,3,adjective,Latin or Greek,1,0,3,9,0,0
papilionaceous,2005,2,adjective,Latin or Greek,1,0,6,14,0,0
parabolic,2008,2,adjective,Latin or Greek,1,0,4,9,0,0
paramount,1999,2,adjective,Latin or Greek,1,0,3,9,0,0
paronymous,2008,2,adjective,Latin or Greek,1,0,4,10,0,1
paryphodrome,2013,11,adjective,Latin or Greek,1,0,4,12,0,1
pathognomonic,2006,4,adjective,Latin or Greek,1,0,5,13,0,0
patulous,1999,4,adjective,Latin or Greek,1,0,3,8,0,1
pavid,2007,3,adjective,Latin or Greek,1,0,2,5,0,0
pavonine,2000,1,adjective,Latin or Greek,1,0,3,8,0,1
peculated,1996,4,adjective,Latin or Greek,1,0,4,9,0,0
pecuniary,2011,2,adjective,Latin or Greek,1,0,4,9,0,0
peirastic,2000,1,adjective,Latin or Greek,1,0,3,9,0,0
pentateuchal,1998,4,adjective,Latin or Greek,1,0,4,12,0,1
perfervid,1999,4,adjective,Latin or Greek,1,0,3,9,0,0
perfunctory,2000,2,adjective,Latin or Greek,1,0,4,11,0,0
pergameneous,2006,2,adjective,Latin or Greek,1,0,5,12,0,1
peripteral,2002,1,adjective,Latin or Greek,1,0,4,10,0,1
peristeronic,2008,5,adjective,Latin or Greek,1,0,5,12,0,0
perspicacious,1997,1,adjective,Latin or Greek,1,0,4,13,0,0
pertinacious,2007,3,adjective,Latin or Greek,1,0,4,12,0,0
phaeochrous,2001,1,adjective,Latin or Greek,1,0,3,11,0,0
phatic,2012,2,adjective,Latin or Greek,1,0,2,6,0,1
phocine,2000,1,adjective,Latin or Greek,1,0,2,7,0,0
photeolic,2004,4,adjective,Latin or Greek,1,0,3,9,0,0
photophygous,2016,5,adjective,Latin or Greek,1,0,4,12,0,1
phreatic,2001,7,adjective,Latin or Greek,1,0,3,8,0,0
phrenic,2001,3,adjective,Latin or Greek,1,0,2,7,0,0
phthirophagous,2017,11,adjective,Latin or Greek,1,0,4,14,0,0
phugoid,1999,1,adjective,Latin or Greek,1,0,2,7,0,1
piacular,2002,4,adjective,Latin or Greek,1,0,4,8,0,0
pignorate,1997,9,adjective,Latin or Greek,1,0,3,9,0,0
pisiform,2002,4,adjective,Latin or Greek,1,0,3,8,0,1
plangent,1996,3,adjective,Latin or Greek,1,0,2,8,0,0
plangorous,1997,1,adjective,Latin or Greek,1,0,3,10,0,1
plantar,1997,3,adjective,Latin or Greek,1,0,2,7,0,1
plausive,2014,5,adjective,Latin or Greek,1,0,2,8,0,0
plenipotentiary,2006,2,adjective,Latin or Greek,1,0,6,15,0,0
plumbeous,2000,1,adjective,Latin or Greek,1,0,3,9,0,0
pneumatic,2000,3,adjective,Latin or Greek,1,0,3,9,0,0
podilegous,2005,2,adjective,Latin or Greek,1,0,4,10,0,1
polydactylous,1996,3,adjective,Latin or Greek,1,0,5,13,0,0
polyonymous,2013,3,adjective,Latin or Greek,1,0,4,11,0,0
polysemous,2000,1,adjective,Latin or Greek,1,0,4,10,0,0
polytrichous,2005,2,adjective,Latin or Greek,1,0,4,12,0,0
pomeridian,1999,3,adjective,Latin or Greek,1,0,5,10,0,1
postmortem,2015,2,adjective,Latin or Greek,1,0,3,10,0,0
postpartum,2016,3,adjective,Latin or Greek,1,0,3,10,0,0
pragmatic,2001,2,adjective,Latin or Greek,1,0,3,9,0,0
prasine,2015,3,adjective,Latin or Greek,1,0,2,7,0,0
pratincolous,2003,1,adjective,Latin or Greek,1,0,4,12,0,1
precative,2005,4,adjective,Latin or Greek,1,0,3,9,0,1
precocious,1996,2,adjective,Latin or Greek,1,0,3,10,0,0
presentient,2000,4,adjective,Latin or Greek,1,0,3,11,0,1
preterlabent,1998,4,adjective,Latin or Greek,1,0,4,12,0,0
prevalent,2009,2,adjective,Latin or Greek,1,0,3,9,0,0
prevenient,2017,3,adjective,Latin or Greek,1,0,3,10,0,0
pristine,2000,2,adjective,Latin or Greek,1,0,2,8,0,0
proboscidate,2004,2,adjective,Latin or Greek,1,0,4,12,0,0
probouleutic,2004,2,adjective,Latin or Greek,1,0,4,12,0,0
procacious,2012,2,adjective,Latin or Greek,1,0,3,10,0,0
procrustean,1996,7,adjective,Latin or Greek,1,0,4,11,0,0
prodigal,2005,3,adjective,Latin or Greek,1,0,3,8,0,0
proficient,2000,2,adjective,Latin or Greek,1,0,3,10,0,0
projicient,2012,4,adjective,Latin or Greek,1,0,3,10,0,0
proprioceptive,2001,3,adjective,Latin or Greek,1,0,5,14,0,1
prorupt,2016,3,adjective,Latin or Greek,1,0,2,7,0,0
prosaic,2015,2,adjective,Latin or Greek,1,0,3,7,0,0
prosaical,1997,1,adjective,Latin or Greek,1,0,4,9,0,0
protuberant,1997,4,adjective,Latin or Greek,1,0,4,11,0,0
pruinose,2003,7,adjective,Latin or Greek,1,0,3,8,0,0
pseudonymous,2016,2,adjective,Latin or Greek,1,0,4,12,0,0
pudibund,2004,5,adjective,Latin or Greek,1,0,3,8,0,0
pugilant,1996,2,adjective,Latin or Greek,1,0,3,8,0,1
pugnacious,1997,3,adjective,Latin or Greek,1,0,3,10,0,0
pulmonary,1997,2,adjective,Latin or Greek,1,0,3,9,0,1
pulverulent,1998,3,adjective,Latin or Greek,1,0,4,11,0,0
putrescent,1997,1,adjective,Latin or Greek,1,0,3,10,0,0
quadragenarious,2016,3,adjective,Latin or Greek,1,0,6,15,0,1
quadrifid,2008,2,adjective,Latin or Greek,1,0,3,9,0,1
quadrumanous,1998,1,adjective,Latin or Greek,1,0,4,12,0,0
querimonious,1998,3,adjective,Latin or Greek,1,0,5,12,0,0
quinary,2011,2,adjective,Latin or Greek,1,0,2,7,0,1
quondam,1998,1,adjective,Latin or Greek,1,0,2,7,0,0
rabulistic,2004,4,adjective,Latin or Greek,1,0,4,10,0,0
ramate,2011,3,adjective,Latin or Greek,1,0,2,6,0,0
rancid,2009,2,adjective,Latin or Greek,1,0,2,6,0,0
rangiferine,2003,9,adjective,Latin or Greek,1,0,4,11,0,0
ranine,2001,4,adjective,Latin or Greek,1,0,2,6,0,1
ranunculaceous,2008,9,adjective,Latin or Greek,1,0,5,14,0,0
rapacious,2004,3,adjective,Latin or Greek,1,0,3,9,0,0
rasorial,1997,4,adjective,Latin or Greek,1,0,4,8,0,1
raucous,1997,3,adjective,Latin or Greek,1,0,2,7,0,1
reboant,1997,1,adjective,Latin or Greek,1,0,3,7,0,0
recalcitrant,2003,3,adjective,Latin or Greek,1,0,4,12,0,0
reciprocal,1998,2,adjective,Latin or Greek,1,0,4,10,0,1
recondite,2004,3,adjective,Latin or Greek,1,0,3,9,0,0
rectirostral,2001,6,adjective,Latin or Greek,1,0,3,12,0,1
rectitudinous,2005,3,adjective,Latin or Greek,1,0,5,13,0,0
recumbent,2004,3,adjective,Latin or Greek,1,0,3,9,0,0
redundant,2000,2,adjective,Latin or Greek,1,0,3,9,0,0
redux,2017,3,adjective,Latin or Greek,1,0,2,5,0,0
reflorescent,1997,1,adjective,Latin or Greek,1,0,2,12,0,0
regnant,2017,3,adjective,Latin or Greek,1,0,2,7,0,0
renascent,1996,4,adjective,Latin or Greek,1,0,3,9,0,0
reniform,1998,1,adjective,Latin or Greek,1,0,3,8,0,0
resurgent,1999,3,adjective,Latin or Greek,1,0,3,9,0,0
resuscitable,2002,3,adjective,Latin or Greek,1,0,5,12,0,0
retiary,2005,10,adjective,Latin or Greek,1,0,3,7,0,1
retrorse,2014,5,adjective,Latin or Greek,1,0,2,8,0,0
revirescent,2002,1,adjective,Latin or Greek,1,0,4,11,0,0
rhabdoid,2001,4,adjective,Latin or Greek,1,0,2,8,0,0
rhizomatous,1998,1,adjective,Latin or Greek,1,0,4,11,0,1
rhopalocercous,2015,3,adjective,Latin or Greek,1,0,5,14,0,0
rimulose,1998,4,adjective,Latin or Greek,1,0,3,8,0,0
ringent,2012,2,adjective,Latin or Greek,1,0,2,7,0,0
riparian,1998,1,adjective,Latin or Greek,1,0,4,8,0,0
ripicolous,2015,3,adjective,Latin or Greek,1,0,4,10,0,1
risible,2003,3,adjective,Latin or Greek,1,0,3,7,0,0
roriferous,2002,4,adjective,Latin or Greek,1,0,4,10,0,1
rosaceous,1998,1,adjective,Latin or Greek,1,0,3,9,0,0
Roscian,2005,18,adjective,Latin or Greek,1,0,3,7,0,1
rosulate,2008,4,adjective,Latin or Greek,1,0,2,8,0,1
rubefacient,1998,4,adjective,Latin or Greek,1,0,4,11,0,1
rubescent,1996,3,adjective,Latin or Greek,1,0,3,9,0,0
rucervine,2005,7,adjective,Latin or Greek,1,0,3,9,0,0
ruderal,2007,4,adjective,Latin or Greek,1,0,3,7,0,1
rufescent,2001,5,adjective,Latin or Greek,1,0,3,9,0,1
rugulose,2003,1,adjective,Latin or Greek,1,0,3,8,0,0
rupestrian,1998,1,adjective,Latin or Greek,1,0,4,10,0,0
rupicaprine,2005,11,adjective,Latin or Greek,1,0,4,11,0,1
rupicolous,2002,1,adjective,Latin or Greek,1,0,4,10,0,0
rurigenous,1998,5,adjective,Latin or Greek,1,0,4,10,0,1
sacrosanct,1996,3,adjective,Latin or Greek,1,0,3,10,0,0
sagacious,2017,3,adjective,Latin or Greek,1,0,3,9,0,1
salsuginous,2005,7,adjective,Latin or Greek,1,0,4,11,0,0
saponaceous,1998,1,adjective,Latin or Greek,1,0,4,11,0,1
saporous,2001,4,adjective,Latin or Greek,1,0,3,8,0,0
saprophagous,2000,1,adjective,Latin or Greek,1,0,4,12,0,0
Sardanapalian,2007,6,adjective,Latin or Greek,1,0,5,13,0,1
sartorial,2001,3,adjective,Latin or Greek,1,0,4,9,0,0
saxicolous,2004,5,adjective,Latin or Greek,1,0,4,10,0,1
saxifragous,2006,2,adjective,Latin or Greek,1,0,4,11,0,1
scaberulous,2005,4,adjective,Latin or Greek,1,0,4,11,0,1
scabrous,1996,2,adjective,Latin or Greek,1,0,2,8,0,1
scalariform,1997,5,adjective,Latin or Greek,1,0,4,11,0,1
scalene,2000,4,adjective,Latin or Greek,1,0,2,7,0,0
scaturient,2000,1,adjective,Latin or Greek,1,0,4,10,0,0
sciapodous,2004,7,adjective,Latin or Greek,1,0,4,10,0,1
sciuromorph,2008,7,adjective,Latin or Greek,1,0,3,11,0,1
scopate,2007,3,adjective,Latin or Greek,1,0,2,7,0,0
scrobiculate,2002,1,adjective,Latin or Greek,1,0,4,12,0,0
scrofulous,1996,4,adjective,Latin or Greek,1,0,3,10,0,1
scrutable,1997,2,adjective,Latin or Greek,1,0,3,9,0,0
sebaceous,1999,3,adjective,Latin or Greek,1,0,3,9,0,0
segetal,2003,6,adjective,Latin or Greek,1,0,3,7,0,1
semelfactive,2005,7,adjective,Latin or Greek,1,0,4,12,0,0
senary,1997,4,adjective,Latin or Greek,1,0,3,6,0,1
senile,2009,2,adjective,Latin or Greek,1,0,2,6,0,1
sentient,1996,3,adjective,Latin or Greek,1,0,2,8,0,1
sequacious,2016,3,adjective,Latin or Greek,1,0,3,10,0,0
sericeous,2002,4,adjective,Latin or Greek,1,0,3,9,0,0
serotinal,2002,4,adjective,Latin or Greek,1,0,4,9,0,1
sesquipedalian,2000,1,adjective,Latin or Greek,1,0,5,14,0,0
setigerous,2004,2,adjective,Latin or Greek,1,0,4,10,0,0
sidereal,1996,10,adjective,Latin or Greek,1,0,4,8,0,1
sigmoid,2008,2,adjective,Latin or Greek,1,0,2,7,0,1
simian,1996,2,adjective,Latin or Greek,1,0,3,6,0,0
soboliferous,2012,5,adjective,Latin or Greek,1,0,5,12,0,1
solenoglyphous,2016,4,adjective,Latin or Greek,1,0,4,14,0,0
solidungulate,2008,5,adjective,Latin or Greek,1,0,5,13,0,0
soligenous,2003,1,adjective,Latin or Greek,1,0,4,10,0,0
sonorous,1997,3,adjective,Latin or Greek,1,0,3,8,0,1
sophisticated,2016,3,adjective,Latin or Greek,1,0,5,13,0,0
sorbefacient,2003,3,adjective,Latin or Greek,1,0,4,12,0,0
soterial,2002,4,adjective,Latin or Greek,1,0,4,8,0,0
spadiceous,2001,3,adjective,Latin or Greek,1,0,3,10,0,1
spasmodic,2017,3,adjective,Latin or Greek,1,0,3,9,0,0
spasmolytic,2013,5,adjective,Latin or Greek,1,0,4,11,0,0
spatiotemporal,1998,3,adjective,Latin or Greek,1,0,5,14,0,0
spectacular,1997,2,adjective,Latin or Greek,1,0,4,11,0,0
sphingine,2000,11,adjective,Latin or Greek,1,0,2,9,0,0
sphragistic,2003,5,adjective,Latin or Greek,1,0,3,11,0,1
spiculiferous,2001,7,adjective,Latin or Greek,1,0,5,13,0,0
splanchnic,2004,5,adjective,Latin or Greek,1,0,2,10,0,1
splenetic,2011,3,adjective,Latin or Greek,1,0,3,9,0,0
spondean,2001,3,adjective,Latin or Greek,1,0,3,8,0,1
sporadic,2001,2,adjective,Latin or Greek,1,0,3,8,0,1
spurious,2011,2,adjective,Latin or Greek,1,0,3,8,0,0
squaliform,1997,1,adjective,Latin or Greek,1,0,3,10,0,0
stagnicolous,2008,2,adjective,Latin or Greek,1,0,4,12,0,1
steganopodous,2006,2,adjective,Latin or Greek,1,0,5,13,0,1
stentorophonic,2010,3,adjective,Latin or Greek,1,0,5,14,0,0
stichic,1999,9,adjective,Latin or Greek,1,0,2,7,0,0
stochastic,1997,1,adjective,Latin or Greek,1,0,3,10,0,0
stramineous,2007,5,adjective,Latin or Greek,1,0,3,11,0,1
stratose,2009,4,adjective,Latin or Greek,1,0,2,8,0,0
strepitous,1999,4,adjective,Latin or Greek,1,0,3,10,0,0
stupefacient,2013,5,adjective,Latin or Greek,1,0,4,12,0,0
stupose,2010,3,adjective,Latin or Greek,1,0,2,7,0,0
stygian,1997,5,adjective,Latin or Greek,1,0,2,7,0,0
Stymphalian,2016,32,adjective,Latin or Greek,1,0,3,11,0,0
suasible,1997,1,adjective,Latin or Greek,1,0,3,8,0,0
subaltern,1998,3,adjective,Latin or Greek,1,0,3,9,0,0
subclavian,1998,2,adjective,Latin or Greek,1,0,4,10,0,0
subcutaneous,2017,2,adjective,Latin or Greek,1,0,5,12,0,0
subdolous,2014,5,adjective,Latin or Greek,1,0,3,9,0,1
subliminal,2017,3,adjective,Latin or Greek,1,0,4,10,0,0
subrident,1996,5,adjective,Latin or Greek,1,0,3,9,0,1
subservient,1999,2,adjective,Latin or Greek,1,0,4,11,0,0
subsidiary,2001,2,adjective,Latin or Greek,1,0,4,10,0,0
sudoriferous,1998,1,adjective,Latin or Greek,1,0,5,12,0,1
sudoriparous,2009,3,adjective,Latin or Greek,1,0,5,12,0,0
sulcate,2006,6,adjective,Latin or Greek,1,0,2,7,0,1
supercilious,1999,3,adjective,Latin or Greek,1,0,4,12,0,1
supervenient,1996,2,adjective,Latin or Greek,1,0,4,12,0,0
susceptible,1998,2,adjective,Latin or Greek,1,0,4,11,0,1
suspirious,1997,4,adjective,Latin or Greek,1,0,4,10,0,1
sychnocarpous,2004,2,adjective,Latin or Greek,1,0,4,13,0,1
symplectic,2015,3,adjective,Latin or Greek,1,0,3,10,0,0
synchronous,2013,2,adjective,Latin or Greek,1,0,3,11,0,0
synodal,1996,3,adjective,Latin or Greek,1,0,3,7,0,1
synoptic,2000,3,adjective,Latin or Greek,1,0,3,8,0,0
synthetic,1997,2,adjective,Latin or Greek,1,0,3,9,0,0
syringeal,2004,4,adjective,Latin or Greek,1,0,4,9,0,1
taligrade,1997,1,adjective,Latin or Greek,1,0,3,9,0,0
tangible,1997,2,adjective,Latin or Greek,1,0,3,8,0,0
taurine,2014,3,adjective,Latin or Greek,1,0,2,7,0,1
tautologous,1996,6,adjective,Latin or Greek,1,0,4,11,0,0
tegular,2009,3,adjective,Latin or Greek,1,0,3,7,0,0
teleological,1996,4,adjective,Latin or Greek,1,0,6,12,0,0
temerarious,2002,1,adjective,Latin or Greek,1,0,5,11,0,0
teratological,1996,4,adjective,Latin or Greek,1,0,6,13,0,1
terebinthinate,2005,2,adjective,Latin or Greek,1,0,5,14,0,0
terete,1999,1,adjective,Latin or Greek,1,0,2,6,0,1
tertiary,2010,2,adjective,Latin or Greek,1,0,3,8,0,0
testaceous,2001,3,adjective,Latin or Greek,1,0,3,10,0,0
tetradactylous,2007,4,adjective,Latin or Greek,1,0,5,14,0,0
tetramerous,1996,4,adjective,Latin or Greek,1,0,4,11,0,1
tetrapteran,2008,2,adjective,Latin or Greek,1,0,4,11,0,1
thalian,2006,4,adjective,Latin or Greek,1,0,3,7,0,1
therapeutic,2001,2,adjective,Latin or Greek,1,0,4,11,0,0
theriomorphic,1998,5,adjective,Latin or Greek,1,0,4,13,0,1
thrasonical,2010,3,adjective,Latin or Greek,1,0,4,11,0,0
tomentose,2009,3,adjective,Latin or Greek,1,0,3,9,0,0
tonitruous,1998,4,adjective,Latin or Greek,1,0,4,10,0,1
tonsorial,1996,2,adjective,Latin or Greek,1,0,4,9,0,1
torporific,1998,1,adjective,Latin or Greek,1,0,4,10,0,0
torquate,2016,3,adjective,Latin or Greek,1,0,2,8,0,0
trabeated,2001,5,adjective,Latin or Greek,1,0,4,9,0,1
trachelate,2017,2,adjective,Latin or Greek,1,0,2,10,0,0
tractile,2000,3,adjective,Latin or Greek,1,0,2,8,0,0
transpicuous,2017,3,adjective,Latin or Greek,1,0,4,12,0,0
transrhenane,2013,9,adjective,Latin or Greek,1,0,3,12,0,0
tremulous,1998,2,adjective,Latin or Greek,1,0,3,9,0,0
trichotomous,1996,4,adjective,Latin or Greek,1,0,4,12,0,0
trifurcate,2001,3,adjective,Latin or Greek,1,0,3,10,0,0
trigeminal,2016,2,adjective,Latin or Greek,1,0,4,10,0,0
trionychid,2015,3,adjective,Latin or Greek,1,0,4,10,0,0
tristachyous,2005,10,adjective,Latin or Greek,1,0,3,12,0,0
tritural,2009,3,adjective,Latin or Greek,1,0,3,8,0,1
trochiline,2008,9,adjective,Latin or Greek,1,0,3,10,0,0
truculent,2000,4,adjective,Latin or Greek,1,0,3,9,0,1
tumulary,2009,3,adjective,Latin or Greek,1,0,3,8,0,0
turgescent,1997,4,adjective,Latin or Greek,1,0,3,10,0,1
tychopotamic,2003,1,adjective,Latin or Greek,1,0,3,12,0,0
ubiquitous,2000,3,adjective,Latin or Greek,1,0,3,10,0,0
uliginous,2005,6,adjective,Latin or Greek,1,0,3,9,0,0
ulotrichous,2002,1,adjective,Latin or Greek,1,0,3,11,0,1
ulterior,2000,2,adjective,Latin or Greek,1,0,4,8,0,1
ultimo,2014,3,adjective,Latin or Greek,1,0,3,6,0,0
umbratile,2015,3,adjective,Latin or Greek,1,0,3,9,0,0
unadulterated,1996,2,adjective,Latin or Greek,1,0,5,13,0,0
uncinate,2001,1,adjective,Latin or Greek,1,0,3,8,0,0
undulate,2008,2,adjective,Latin or Greek,1,0,3,8,0,0
unguiculate,2007,4,adjective,Latin or Greek,1,0,4,11,0,0
ungulate,2000,1,adjective,Latin or Greek,1,0,3,8,0,0
univocal,2017,3,adjective,Latin or Greek,1,0,3,8,0,0
upaithric,2005,2,adjective,Latin or Greek,1,0,2,9,0,1
ursine,2001,2,adjective,Latin or Greek,1,0,2,6,0,0
